Designator,Mid X,Mid Y,Rotation,Layer
C1,139.2425,-93.5,270.0,top
C2,139.2425,-90.5,270.0,top
J1,161.486,-95.0,90.0,top
U2,141.0425,-90.5,180.0,top
U3,141.0425,-93.5,180.0,top
